Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Namibia,634138,649274,665119,681633,698797,716588,734866,753683,773428,794588,817474,842353,868954,896264,922900,947925,971117,992955,1014055,1035379,1057723,1080938,1105103,1131624,1162282,1198149,1239923,1286796,1336545,1386011,1432899,1476399,1516951,1555098,1591826,1627866,1663378,1698029,1731635,1763861,1794583,1823667,1851519,1879113,1907737,1938316,1971318,2006516,2043382,2081039,2118877,2156698,2194777,2233506,2273426,2314901,2358044,2402623,2448300,2494524,2540916
New Caledonia,79000,81200,83400,85700,88100,90500,93500,96500,99500,104000,112000,120000,125500,128500,131000,132500,134000,136000,137500,138500,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,268700,269350,270000,270650,271300,271960
Niger,3388774,3486322,3588228,3693985,3802802,3914118,4027969,4144588,4263925,4385925,4510645,4637984,4768225,4902151,5040795,5184940,5335083,5491158,5652655,5818763,5989000,6163711,6343530,6528646,6719310,6915994,7118885,7328934,7548429,7780242,8026592,8288739,8566773,8860297,9168316,9490289,9826600,10178196,10545720,10929922,11331561,11751364,12189988,12647983,13125914,13624474,14143969,14685404,15250913,15843131,16464025,17114770,17795209,18504287,19240182,20001663,20788789,21602388,22442831,23310719,24206636
Nigeria,45138460,46063570,47029818,48032932,49066762,50127920,51217969,52342231,53506201,54717035,55982142,57296988,58665813,60114615,61677167,63374289,65221379,67203134,69271915,71361141,73423646,75440505,77427539,79414841,81448757,83562776,85766396,88048029,90395278,92788039,95212454,97667632,100161708,102700751,105293701,107948339,110668784,113457661,116319763,119260055,122283853,125394046,128596079,131900634,135320420,138865014,142538305,146339971,150269622,154324939,158503203,162805080,167228803,171765819,176404931,181137454,185960244,190873247,195874685,200963603,206139587
Nicaragua,1773132,1829772,1887426,1946240,2006478,2068379,2131973,2197303,2264623,2334285,2406523,2481345,2558705,2638699,2721417,2806859,2894967,2985480,3077861,3171404,3265520,3360142,3455129,3549711,3642978,3734343,3823133,3909672,3995529,4082958,4173435,4267570,4364514,4462496,4559010,4652185,4741571,4827658,4910642,4991041,5069310,5145367,5219324,5292115,5364930,5438692,5513757,5590066,5667436,5745538,5824058,5903035,5982530,6062462,6142734,6223234,6303970,6384843,6465502,6545503,6624554
Netherlands,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500
Norway,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475
Nepal,10105060,10267260,10433147,10604620,10783958,10972912,11172530,11382965,11603921,11834657,12074628,12323984,12583142,12852205,13131260,13420367,13719466,14028535,14347653,14676932,15016408,15367229,15729431,16100623,16477488,16858315,17239677,17623697,18020755,18445021,18905480,19405506,19938322,20489973,21040899,21576074,22090352,22584772,23057875,23509971,23941099,24347113,24725625,25080880,25419337,25744500,26066687,26382586,26666581,26883531,27013207,27041220,26989160,26916795,26905982,27015033,27263430,27632682,28095712,28608715,29136808
Nauru,4377,4627,4942,5270,5590,5859,6065,6221,6343,6445,6553,6669,6798,6929,7062,7178,7284,7396,7505,7626,7751,7871,8016,8163,8331,8501,8679,8868,9058,9275,9506,9766,10030,10287,10496,10626,10677,10643,10567,10449,10335,10219,10102,9990,9906,9848,9827,9846,9880,9945,10009,10069,10136,10208,10289,10374,10474,10577,10678,10764,10834
New Zealand,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979300,5084300
OECD members,809413164,820690358,832204126,843700013,855187441,866357882,877034871,887433263,897619456,907848349,917970733,929959388,940747243,951245160,961564535,971664215,981155050,990517797,999924442,1009488956,1018954080,1028314741,1037309705,1045955467,1054256534,1062613469,1071150369,1079711152,1088387125,1097531158,1107196961,1117820520,1128349539,1138362949,1147748534,1156879819,1165880992,1174865635,1183546848,1192267323,1200836415,1209787876,1218855820,1227854277,1236872189,1245821323,1255133872,1264614793,1274522708,1283634878,1292110708,1298723126,1306807834,1315224394,1324034852,1332787383,1341701902,1350048377,1357997747,1364906735,1372683615
Oman,551735,564891,578827,593498,608890,625006,642007,660117,679592,700725,723842,748968,776385,806985,841952,882038,927434,977804,1032797,1091858,1154373,1220578,1290121,1361085,1431066,1498413,1561180,1619871,1678119,1741155,1812158,1893761,1983272,2072106,2148416,2204267,2236652,2249759,2251859,2254898,2267973,2294959,2334860,2386164,2445524,2511254,2580753,2657162,2750956,2876186,3041435,3251102,3498031,3764805,4027255,4267341,4479217,4665926,4829476,4974992,5106622
Other small states,9151857,9315834,9485194,9659416,9840401,10026023,10214282,10406007,10606217,10813719,11029164,11255188,11488070,11725338,11968057,12219420,12475005,12737700,13008020,13294824,13598547,13917150,14253285,14600166,14962369,15347574,15754491,16180206,16610046,17031505,17430785,17813808,18156582,18476080,18801091,19125038,19460551,19809591,20163900,20540135,20917080,21276754,21639144,22018460,22442097,22929069,23486191,24104686,24762404,25417810,26050929,26647965,27227313,27794594,28364446,28948893,29542903,30148954,30760469,31361216,31929881
Pakistan,44988690,46065229,47198886,48387293,49627623,50917975,52260183,53655783,55102690,56598148,58142062,59734479,61381982,63099404,64905996,66816875,68834324,70958168,73197254,75561128,78054346,80680461,83431597,86285936,89213708,92191505,95215375,98285762,101389603,104512874,107647918,110778655,113911126,117086680,120362764,123776835,127349293,131057432,134843233,138624625,142343583,145978408,149549695,153093371,156664698,160304007,164022626,167808106,171648984,175525610,179424643,183340168,187280125,191260799,195305012,199426953,203631356,207906210,212228288,216565317,220892331
Panama,1133005,1167120,1202447,1238893,1276331,1314679,1353847,1393824,1434676,1476481,1519286,1563093,1607797,1653208,1699056,1745142,1791389,1837804,1884427,1931302,1978489,2025965,2073748,2121863,2170330,2219200,2268500,2318259,2368556,2419424,2470946,2523115,2575949,2629584,2684117,2739667,2796291,2853907,2912318,2971197,3030333,3089641,3149195,3209056,3269356,3330222,3391673,3453671,3516204,3579215,3642691,3706479,3770635,3835447,3901311,3968490,4037073,4106764,4176868,4246440,4314768
Peru,10155011,10446618,10749463,11062295,11383364,11711402,12045783,12386868,12735491,13092846,13459789,13836365,14221954,14615847,15017060,15424745,15838568,16258323,16683451,17113393,17547612,17985398,18426420,18870988,19319746,19772871,20230385,20691285,21153462,21614193,22071433,22522383,22966822,23408135,23851405,24299168,24753825,25210957,25658070,26078295,26459944,26799289,27100964,27372217,27624226,27866140,28102055,28333050,28562321,28792663,29027680,29264314,29506790,29773986,30090372,30470739,30926036,31444299,31989265,32510462,32971846
Philippines,26269741,27161052,28077345,29012630,29958687,30909997,31864175,32823970,33795203,34786309,35803591,36849678,37923400,39022759,40144250,41285741,42446659,43629415,44838485,46079844,47357741,48672831,50023564,51408910,52827047,54275836,55755346,57263835,58794999,60340768,61895169,63454785,65020124,66593904,68180846,69784087,71401743,73030879,74672009,76325927,77991757,79672869,81365260,83051970,84710544,86326251,87888675,89405482,90901967,92414161,93966784,95570049,97212639,98871558,100513137,102113206,103663812,105172921,106651394,108116622,109581085
Palau,9769,10046,10329,10566,10792,11005,11178,11329,11460,11617,11803,12051,12342,12625,12823,12898,12835,12646,12409,12231,12178,12281,12519,12842,13190,13534,13835,14121,14400,14704,15063,15442,15859,16285,16735,17158,17599,18016,18409,18773,19104,19390,19642,19812,19861,19784,19545,19159,18708,18290,17954,17748,17635,17603,17625,17665,17718,17809,17911,18001,18092
Papua New Guinea,2255858,2297052,2340349,2385943,2434220,2485433,2539683,2596820,2656636,2718805,2783132,2849522,2918138,2989201,3063051,3139944,3219825,3302636,3388631,3478093,3571209,3668102,3768489,3871490,3975950,4081022,4186499,4292575,4399320,4506996,4615843,4725543,4836216,4949053,5065664,5187063,5314258,5446633,5581767,5716166,5847590,5974627,6098621,6223378,6354247,6494902,6646891,6808503,6976200,7144774,7310512,7472196,7631003,7788388,7946733,8107772,8271766,8438038,8606324,8776119,8947027
Poland,29637450,29964000,30308500,30712000,31139450,31444950,31681000,31987155,32294655,32548300,32664300,32783500,33055650,33357200,33678899,34015199,34356300,34689050,34965600,35247217,35574150,35898587,36230481,36571808,36904134,37201885,37456119,37668045,37824487,37961529,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37899070
Pre-demographic dividend,187617086,191889668,196349130,200997696,205835402,210865011,216096182,221539857,227201766,233087196,239204922,245537967,252097876,258953399,266195192,273877853,282049633,290664978,299570039,308551498,317462476,326257709,335003783,343806080,352822095,362177648,371878713,381918442,392393113,403416174,415057402,427398546,440397744,453849671,467465268,481049536,494517689,507968951,521617701,535773383,550660000,566366083,582828758,599938100,617518659,635451626,653695057,672318862,691447634,711257518,731868780,753326898,775573262,798496024,821931559,845759372,869943573,894512378,919485090,944902748,970795671
Puerto Rico,2358000,2399722,2450322,2504530,2554066,2594000,2624995,2645674,2662064,2684150,2718000,2762190,2817256,2878786,2939299,2994000,3043854,3088690,3129421,3168088,3206000,3242552,3277453,3311138,3344190,3377000,3409554,3441850,3473898,3505650,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3281538
"Korea, Dem. People's Rep.",11424189,11665592,11871726,12065468,12282417,12547524,12864947,13222703,13609976,14010339,14410391,14809518,15207765,15593353,15952077,16274737,16554744,16796568,17015984,17235668,17472144,17731229,18008568,18298212,18590142,18877226,19156791,19431992,19708316,19993757,20293057,20609151,20937407,21265832,21577979,21862300,22113428,22335263,22536754,22731470,22929078,23132982,23339453,23542434,23732740,23904167,24054866,24188330,24310143,24428340,24548840,24673392,24800638,24929500,25057793,25183832,25307665,25429816,25549606,25666158,25778815
Portugal,8857716,8929316,8993985,9030355,9035365,8998595,8930990,8874520,8836650,8757705,8680431,8643756,8630430,8633100,8754365,9093470,9355810,9455675,9558250,9661265,9766312,9851362,9911771,9957865,9996232,10023613,10032734,10030031,10019610,10005000,9983218,9960235,9952494,9964675,9991525,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081
Paraguay,1903990,1954552,2006675,2060340,2115573,2172309,2230733,2290797,2351926,2413396,2474757,2535877,2597149,2659418,2723816,2791236,2861868,2935710,3013281,3095151,3181627,3272922,3368763,3468533,3571275,3676206,3783074,3891725,4001678,4112396,4223413,4334348,4445019,4555518,4666096,4776838,4887638,4998096,5107840,5216346,5323202,5428442,5531958,5632983,5730556,5824095,5913212,5998430,6081296,6163970,6248017,6333981,6421510,6510273,6599524,6688746,6777878,6867058,6956069,7044639,7132530
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978248,2068845,2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269
Pacific island small states,865064,893394,923320,954098,984824,1014633,1043365,1071166,1098151,1124577,1150712,1176559,1202128,1227653,1253371,1279519,1306023,1332876,1360542,1389594,1420314,1453209,1487849,1522650,1555395,1584644,1609572,1630869,1650438,1670962,1694327,1721236,1750932,1782085,1812838,1841674,1868390,1893438,1917140,1939956,1962451,1984469,2006091,2027859,2050583,2074776,2100892,2128647,2157454,2186314,2214509,2241808,2268553,2295450,2323558,2353578,2385744,2419767,2455336,2491878,2528958
Post-demographic dividend,755229793,764423461,773856028,783141819,792263980,801098720,809363152,817179925,824733296,832280859,839822017,849163924,857079422,864609745,871928836,878890622,885145869,891251760,897391855,903788370,909890607,915971623,921511883,926614804,931410415,936241263,941376248,946671291,952173528,958081653,964174249,970997843,977879331,984374978,990074232,995310446,1000603285,1005700631,1010593820,1015421531,1020504874,1025401797,1030561691,1035711715,1041075191,1046366703,1052054839,1057981930,1064394135,1069876237,1074863836,1077830451,1082356457,1087107539,1092062242,1096949064,1101834188,1105944163,1109728820,1112774428,1116984877
French Polynesia,78080,80705,83652,86847,90132,93442,96719,99990,103329,106814,110490,114385,118438,122641,126919,131229,135559,139893,144273,148734,153298,157954,162679,167456,172249,177024,181807,186588,191260,195728,199906,203716,207238,210644,214196,218064,222323,226854,231562,236217,240681,244929,248976,252707,255995,258780,261007,262717,264064,265256,266449,267702,268995,270332,271713,273119,274576,276108,277673,279285,280904
Qatar,47383,51427,56266,61721,67562,73631,79850,86298,93206,100880,109521,119413,130505,142181,153624,164314,173716,182319,191947,205172,223622,247984,277229,309299,341272,370886,397739,422154,443611,461688,476275,487354,495403,501479,507044,513447,522531,535320,551566,570486,592467,615013,640872,681791,753332,865410,1022704,1218441,1436670,1654944,1856329,2035862,2196078,2336579,2459202,2565708,2654379,2724727,2781682,2832071,2881060
Romania,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22207282,22353070,22475741,22560478,22640547,22732999,22836841,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19257520
Russian Federation,119897000,121236000,122591000,123960000,125345000,126745000,127468000,128196000,128928000,129664000,130404000,131155000,131909000,132669000,133432000,134200000,135147000,136100000,137060000,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,147969407,148394216,148538197,148458777,148407912,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144104080
Rwanda,2935575,2998334,3052937,3105417,3164258,3235536,3321674,3420897,3529839,3643237,3757351,3871428,3987223,4106411,4231579,4364709,4506109,4655386,4812872,4978812,5153314,5329250,5504847,5690989,5902847,6146884,6443748,6779981,7088194,7276983,7288883,7083928,6702239,6263758,5936253,5836490,6013112,6419898,6962800,7501238,7933688,8231150,8427061,8557160,8680516,8840220,9043342,9273759,9524532,9782770,10039338,10293333,10549668,10811538,11083629,11369066,11668829,11980960,12301969,12626938,12952209
South Asia,572839530,584939711,597494450,610498308,623943328,637823175,652144171,666908586,682102192,697706091,713711358,730107660,746911710,764174968,781966557,800335570,819292532,838819900,858901743,879510842,900620583,922226632,944315173,966836458,989728262,1012942302,1036437878,1060208544,1084281159,1108702366,1133495194,1158655616,1184133340,1209847774,1235693864,1261587780,1287476203,1313346375,1339202700,1365067953,1390946065,1416822995,1442644044,1468324423,1493757846,1518861546,1543610686,1568003175,1592010815,1615610187,1638792927,1661532158,1683740452,1705761545,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402
Saudi Arabia,4086534,4218852,4362788,4516540,4677304,4843632,5015353,5195124,5387822,5599909,5836388,6100631,6392973,6711922,7054532,7419486,7802928,8207695,8646845,9137928,9691471,10311771,10988851,11701132,12418836,13118998,13794167,14445663,15070082,15666289,16233786,16772695,17282686,17763297,18214475,18638790,19033843,19407138,19783301,20194531,20663840,21202646,21805322,22456645,23132686,23816175,24498313,25184589,25888535,26630303,27421468,28267591,29154906,30052058,30916603,31717676,32443443,33101183,33702757,34268529,34813867
Sudan,7544498,7769475,8004122,8248818,8503989,8770094,9047803,9337662,9639846,9954411,10281695,10621471,10974626,11343923,11732957,12144128,12578398,13034631,13510429,14002302,14507466,15027254,15562129,16107613,16657956,17210182,17757494,18303430,18867559,19476653,20147592,20891442,21696240,22527837,23338465,24094741,24782384,25413912,26015518,26626512,27275019,27971077,28704786,29460517,30214189,30949514,31661824,32360619,33060844,33783779,34545014,35349676,36193781,37072555,37977657,38902948,39847433,40813398,41801532,42813237,43849269
Senegal,3206757,3295280,3386803,3481654,3580241,3682879,3789381,3899648,4014107,4133324,4257508,4387532,4522886,4660726,4797188,4929846,5057375,5181505,5306685,5439069,5583157,5740441,5909734,6089567,6277420,6471329,6670665,6875746,7086624,7303511,7526306,7755503,7990090,8226749,8461066,8690155,8912872,9130876,9347777,9568717,9797731,10036102,10283694,10541470,10810086,11090123,11382272,11687078,12004700,12335092,12678143,13033814,13401990,13782429,14174740,14578450,14993514,15419354,15854324,16296362,16743930
Singapore,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807
Solomon Islands,117847,121385,125040,128838,132766,136815,140995,145319,149887,154830,160240,166163,172550,179306,186297,193401,200602,207885,215299,222841,230550,238423,246451,254566,262691,270787,278834,286871,294976,303272,311869,320781,330004,339501,349273,359276,369517,379998,390702,401592,412665,423949,435434,447016,458549,469918,481086,492133,503366,515182,527861,541522,556066,571329,587079,603133,619438,636030,652856,669821,686878
Sierra Leone,2317638,2352370,2388759,2426864,2466671,2508226,2551580,2596798,2644011,2693344,2744890,2798727,2854866,2913347,2974105,3037158,3102595,3170503,3240841,3313506,3388494,3464113,3540164,3619854,3707513,3805304,3916685,4038154,4156636,4254434,4319763,4348663,4347727,4328965,4309780,4303953,4312660,4335295,4381484,4462374,4584570,4754069,4965770,5201074,5433995,5645629,5829240,5989641,6133599,6272735,6415636,6563238,6712586,6863975,7017153,7171909,7328846,7488427,7650149,7813207,7976985
El Salvador,2766319,2846601,2931187,3019224,3109571,3201310,3293954,3387384,3481624,3576834,3673066,3770060,3867310,3964273,4060255,4154689,4247508,4338451,4426679,4511127,4591135,4666361,4737256,4804936,4871041,4936803,5002339,5067531,5133273,5200608,5270074,5342190,5416327,5490478,5561916,5628602,5689943,5746288,5797764,5844834,5887930,5927001,5962139,5994075,6023801,6052124,6079395,6105810,6131767,6157678,6183877,6210567,6237922,6266076,6295124,6325121,6356137,6388124,6420740,6453550,6486201
San Marino,15440,15836,16255,16669,17101,17508,17919,18309,18668,18980,19224,19393,19490,19561,19661,19829,20086,20397,20764,21122,21453,21761,22043,22295,22546,22794,23046,23297,23548,23833,24124,24454,24830,25208,25588,25925,26253,26563,26851,27141,27460,27818,28175,28561,28942,29324,29694,30068,30434,30825,31221,31655,32103,32554,32941,33270,33503,33671,33784,33864,33938
Somalia,2755967,2814125,2874215,2936478,3001160,3068465,3143654,3227835,3312735,3386736,3444569,3472357,3479792,3512626,3632986,3880285,4278974,4802134,5375018,5892763,6281138,6511115,6608040,6618594,6614713,6648628,6736751,6862267,7005226,7133263,7225089,7274026,7295380,7315864,7372592,7491647,7682683,7936122,8235064,8553595,8872250,9186719,9501335,9815412,10130251,10446856,10763904,11080122,11397188,11717691,12043886,12376305,12715487,13063711,13423571,13797204,14185635,14589165,15008225,15442906,15893219
Serbia,6608000,6655000,6696000,6732000,6765000,6794000,6841000,6880000,6915000,6945000,6972000,7013000,7053000,7091000,7128000,7163000,7214000,7258000,7297000,7332000,7362000,7405000,7440000,7468000,7489000,7504000,7536000,7558000,7572000,7581000,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6899126
Sub-Saharan Africa (excluding high income),227191484,232524118,238077562,243848199,249827334,256012349,262405783,269022493,275886412,283028136,290472633,298229780,306303621,314704612,323442396,332524189,341958433,351746974,361877306,372341551,383124954,394217957,405624485,417361377,429457197,441922760,454770025,467984604,481525582,495338255,509382368,523656521,538175676,552948132,567997865,583337983,598991357,614977022,631321857,648067928,665246457,682874821,700982474,719633384,738900772,758841806,779482246,800823534,822858534,845567911,868935345,892958422,917637577,942949525,968866993,995365079,1022435568,1050066967,1078222750,1106860245,1135948313
South Sudan,2842718,2895609,2951041,3009061,3069735,3133155,3199348,3268392,3340426,3415572,3494011,3575896,3661442,3750780,3844094,3941613,4041792,4144552,4253085,4371711,4502603,4646478,4799435,4953154,5096478,5220748,5328167,5419808,5485288,5511582,5492620,5420179,5305449,5185712,5111371,5118084,5221925,5411653,5661934,5933884,6199396,6447791,6688225,6935665,7213354,7535931,7907407,8315144,8736932,9142258,9508372,9830695,10113648,10355030,10554882,10715657,10832520,10910774,10975924,11062114,11193729
Sub-Saharan Africa,227233184,232567007,238121604,243893375,249873656,256059849,262454482,269072404,275937546,283080501,290526233,298284475,306359650,314761504,323500333,332583481,342018937,351808760,361939456,372404237,383188215,394281992,405688898,417425712,429521914,441988004,454835677,468053103,481594337,495407422,509451875,523726960,538246439,553020385,568072070,583413287,599067774,615054341,631400703,648148338,665327588,682956023,701066197,719716165,738983247,758924664,779566846,800908567,822945490,845655209,869025115,893045863,917725880,943039474,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775
Small states,14211632,14483280,14762137,15045754,15333414,15621038,15906000,16189729,16478258,16772135,17073320,17384835,17702798,18024903,18352225,18688113,19027575,19373865,19729124,20104329,20501052,20918880,21359036,21809929,22269272,22740424,23219508,23705895,24190637,24669495,25134374,25593378,26020298,26428489,26841261,27247916,27660218,28081580,28504891,28948552,29393017,29820320,30250201,30697300,31189665,31746502,32375205,33066727,33798831,34529570,35238631,35912140,36568506,37213359,37861447,38524668,39198032,39883677,40574734,41254483,41901130
Sao Tome and Principe,64294,64597,64478,64237,64278,64884,66172,68039,70258,72501,74570,76344,77930,79463,81148,83134,85475,88102,90846,93458,95788,97767,99478,101064,102826,104926,107429,110259,113288,116313,119211,121949,124574,127066,129426,131679,133799,135831,137855,139964,142264,144760,147450,150405,153736,157472,161676,166297,171122,175877,180372,184521,188394,192076,195727,199439,203221,207086,211032,215048,219161
Suriname,287870,295913,303894,311945,320267,328939,338155,347673,356551,363574,367926,369230,367907,364907,361665,359234,357949,357649,358103,358826,359531,360144,360927,362282,364722,368636,374133,381033,388877,397082,405169,413009,420658,428028,435099,441851,448207,454165,459838,465380,470944,476574,482228,487938,493680,499461,505292,511181,517122,523113,529126,535177,541247,547295,553278,559136,564883,570501,575987,581363,586634
Slovak Republic,4068095,4191667,4238188,4282017,4327341,4370983,4411666,4449367,4483915,4518607,4538223,4557449,4596622,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827
Slovenia,1584720,1594131,1603649,1616971,1632114,1649160,1669905,1689528,1704546,1713874,1724891,1738335,1752233,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419
Sweden,7484656,7519998,7561588,7604328,7661354,7733853,7807797,7867931,7912273,7968072,8042801,8098334,8122300,8136312,8159955,8192437,8222286,8251540,8275599,8293678,8310531,8320503,8325263,8329033,8336605,8350386,8369829,8397804,8436489,8492964,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442
Eswatini,336578,343346,350155,357279,365120,373925,383820,394760,406508,418739,431251,443979,457039,470561,484747,499759,515602,532253,549787,568316,587852,608374,629812,652112,675240,699077,723599,748634,773774,798498,822423,845267,866995,887706,907622,926836,945506,963416,979922,994105,1005432,1013608,1019054,1022796,1026287,1030575,1036095,1042651,1049948,1057462,1064841,1072029,1079285,1086843,1095022,1104038,1113994,1124808,1136274,1148133,1160164
Sint Maarten (Dutch part),2833,3077,3367,3703,4063,4460,4895,5362,5857,6354,6854,7372,7892,8429,8977,9556,10147,10791,11481,12244,13097,14030,15032,16175,17517,19127,21028,23157,25334,27280,28814,29852,30458,30765,30950,31164,31434,31731,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608,42310
Seychelles,41700,42889,44042,45176,46322,47500,48699,49911,51134,52365,53600,54695,56029,56892,57937,59292,60504,61786,62150,62686,63261,64035,64413,64335,64717,65244,65652,68499,68755,69167,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462
Syrian Arab Republic,4573514,4721893,4875429,5034639,5200341,5373137,5553247,5740702,5935850,6139054,6350544,6570859,6800148,7037860,7283181,7535715,7794658,8060652,8336421,8625693,8930776,9252854,9590226,9938852,10293048,10648633,11004273,11360848,11719064,12080439,12446168,12815400,13187669,13565074,13950486,14345491,14754148,15175308,15599588,16013992,16410847,16766555,17084628,17415214,17827827,18361178,19059257,19878257,20664037,21205873,21362541,21081814,20438861,19578466,18710711,17997411,17465567,17095669,16945062,17070132,17500657
Turks and Caicos Islands,5825,5867,5884,5870,5851,5814,5783,5766,5746,5765,5837,5973,6156,6380,6610,6832,7020,7193,7380,7607,7894,8243,8654,9096,9556,9974,10365,10717,11091,11550,12115,12815,13639,14526,15399,16221,16930,17566,18228,19069,20171,21578,23230,25008,26709,28181,29394,30383,31200,31933,32658,33371,34067,34733,35371,35979,36558,37116,37667,38194,38718
